text_segment,calculated_level
"冬季的陽明山則因受東北季風影響，山區經常寒風細雨，低溫高濕，雲霧瀰漫。若遇強烈寒流來襲，七星山、竹子山、大屯山一帶偶可見白雪紛飛，成為瑞雪覆蓋的銀白世界。
此外，以大屯火山群為主體的陽明山國家公園，是臺灣主要的火山分佈區，地質構造多屬安山岩；外型特殊的錐狀或鐘狀火山體及火山口、火口湖，構成本區獨特的地質地形景觀。區內的大、小油坑、馬槽、大磺嘴等地，都可見到強烈的噴氣孔活動；",3
而分佈於園區內的多處溫泉區，更早已遠近馳名。,3
我們的教室座落在學校的西部，坐北向南，粉牆藍瓦。教室四周，泡桐排排，榆楊鑽天，它掩映在綠樹中，門前又有同學們親手種植的花草，看一眼就會給人一種賞心悅目的感覺。走進我們的教室，首先映入眼簾的是一塊黑板。黑板邊上貼著科學家的名言：知識在於積累，天才在於勤奮，天才就是一分靈感加九分汗水。這富有哲理的名言告訴我們：知識就像海洋裡的水一樣是一滴一滴滙集而成的。每當我讀書厭倦的時候，,2
這句名言就像警鐘一樣在我耳邊敲響：你要成為知識的富翁，就得平時一點一滴地積累它。於是我便又認真地研讀起來。教室四周，貼著精神文明建設的圖片。它像一面鏡子反映出我們每個同學的言行，教我們做一個好少年。教室的兩邊各有三個大窗戶，每個窗台上都放著兩盆色彩鮮艶，昂首怒放的鮮花。它既美化了我們的教室，又陶冶著我們的情操。教室中間二十一張紅底黑面的課桌，像一隻隻小船，,2
載著我們這四十個娃娃在知識的海洋裡遨遊……教室後牆上的習作園地裡，貼滿了同學們的優秀作文。從這些優秀作文裡，我們好像看到了不遠的將來，這些同學中有的將會成為作家，去用自己的彩筆歌頌國家的現代化建設，描繪國家日新月異的變化。這就是我們的教室，它平凡得不再平凡了。一塊平常的黑板，一個小小的講台。正是在這裡，老師們留下了勤勞的足跡，傾注了育才的心血！這就是我們的教室，它平凡得不能再平凡了。正是在這裡，,2
辛勤的園丁培養了多少生命的花朵，造就出了多少國家的棟樑！我們在這裡學知識，練本領，我們還要從這裡走向世界，走向未來……我愛我們的教室，我愛我們這極平凡、極平凡的教室。,2
"﻿等待呀等待，終於讓我等到當英雄的機會！
比賽進行到最後一局，輪到我上場，目前比數是一比三，對手領先兩分。兩好三壞滿球數，
兩人出局，一、二壘有人。
「要想辦法被球 到，造成滿壘。」這是教練的指示。
「我一定要好好表現一下。」我告訴自己。
就在投手準備投球的瞬間──你猜我看到了什麼？
天哪！我的祖母，早不來，晚不來，這時候氣喘如牛的跑來了。
「都幾點了，還不知道要回家吃飯。」她的聲音遠遠就聽得到。",2
"投手就要投出，祖母愈跑愈近，時間不多。這時候我不管三七二十一，閉上眼睛，用力就
是一揮，那顆球飛得又高又遠，我的媽呀！是支全壘打。全隊的人都歡呼起來。我的祖母愈跑愈近，她可不管什麼全壘打或是什麼三振出局。
「再跑，你再跑試試看！」
「跑哇！快跑。」全部的人都已經鼓噪起來。先是二壘的人奔回本壘，接著一壘上的人也奔
回本壘。全壘打呀！我告訴自己，不顧一切拚命往一壘衝。
「看你還跑到哪裡去？",2
"」我奔上一壘，祖母也追了上來。
轉個彎，奔上二壘，她氣呼呼的站著看我。等我奔上三壘，天哪！祖母已經站在本壘板上等我了。我站在三壘，猶豫不決。
「跑！跑！跑！跑！跑！」
所有人激動的大喊：「跑！跑！跑！跑！」
「有膽你就跑回來呀！」祖母怒氣沖沖的站在本壘板上，一手插著腰，另一手指著我，彷彿她也正準備擊出一支全壘打。
三比三平手，我心想：「快點，再不跑就完蛋了。」我們只差一分就贏了。
「跑！跑！跑！",2
"」
我終於鼓起勇氣，深呼吸，決定硬著頭皮奔回本壘。這時我聽見了全場一片歡聲雷動。
就在歡呼與掌聲之中，我這個英雄被祖母抓個正著，只能挨罵，縮著脖子連聲求饒：「下次我不敢了，下次我真的不敢了！",3
"﻿我的爸爸是位建築迷，最喜歡到處探訪特別的綠建築。一大早，爸爸就興致高昂的說：「走，我帶你們去參觀綠色魔法學校。」一聽到「魔法」，就引發了我和妹妹的好奇心，真想快點一探究竟。
我們一群人來到臺南成功大學的力行校區，經過濃綠的樹林，我看見一棟建築，屋頂有長長的大煙囪，牆面上還有船隻的造型。爸爸說，我們到達目的地了。我心想，這棟建築究竟有什麼神奇的地方呢？
走進室內，裡頭很清涼，我以為是冷氣開得很強，",2
"經由導覽員的解說，才明白原來剛剛看到的大煙囪，竟然是通風塔！因為熱空氣比較輕，會往上升，留下來的空間，可以讓戶外的冷空氣流進來。再加上百葉通風門的設計，門扇就像魚鰓一樣，打開後能幫助房子調節空氣，所以即使沒有開冷氣，在裡面也不會覺得悶熱。
這裡的通風設施就像為整棟建築施展了魔法一樣，不但讓室內空氣變得更流通，又可以達到節能的效果，令我大開眼界。
來到屋頂後，映入眼簾的是一座五彩繽紛的空中花園 ，",2
"妹妹大喊：「你們快看，那片葉子上有一隻瓢蟲！」仔細觀察之後，我發現那片葉子其實是太陽能板。爸爸告訴我們，在屋頂上架設太陽能板，既可以減少建築吸熱，又能接收陽光轉換成電能。導覽員還說，外牆上的船隻造型就是控制臺，會隨著季節變化，調整太陽能板的角度。
離開時，我回頭看著綠色魔法學校，覺得它不僅是一棟會呼吸的房子，還能運用「綠色魔法」節能減碳，真是太神奇了！",2
"﻿從前有一個磨坊主人，他很貧窮，但是有個漂亮的女兒。有一天，他剛好跟國王講上話，為了讓國王留下好印象，他竟然對國王說：「國王陛下，我有個女兒，她能把麥桿紡出金線。」
國王聽了，對磨坊主人說：「這手藝聽起來真特別。如果她真的如你所說，你明天就把她帶到皇宮來，讓我考考她。」
第二天，當她被送進皇宮時，國王將她帶到一間堆滿麥桿的房間，給她一架紡車和幾個捲筒，說：「妳現在就開始工作，從今晚到明天一早，",2
"如果妳沒把這些麥桿全紡成金線的話，就得人頭落地。」
說完，國王親自把門鎖上，姑娘一個人被留在屋裡。
可憐的姑娘呆坐在房裡，不知道該怎麼辦。她當然不知道怎麼把麥桿紡成金線。她坐越久，就越覺得害怕，最後，她忍不住嗚咽起來。
突然間，房門開了，走進來一個小矮人，他說：「磨坊主人的女兒，妳好。妳為什麼傷心？」
「國王要我把這堆麥桿紡成金線，我根本不會。明天如果沒完成，他們就要把我殺了！」
「噢，這樣啊，",2
"那如果我幫妳紡出金線，妳要送我什麼？」「我的項鍊！」
「讓我看看你的項鍊。」
他瞧了一下項鍊，就點點頭，把姑娘手中的項鍊接過來，放進口袋裡。他隨即坐上紡車，開始工作。紡車咻、咻、咻地轉，不一會兒，第一個捲筒已經捲滿了金線。他換了個捲筒，紡車又咻、咻、咻地轉，不一會兒，另一捲金線又完成了。就這樣，小矮人一直紡到清晨，把麥桿全紡完了，所有的捲筒都纏滿了金線。小矮人做完之後，一句話也沒說就離開了。",2
"天剛亮，國王就來把房門打開。他看到這麼多金線，非常高興，心裡還有點驚訝，沒想到磨坊主人的女兒，真有把麥桿紡成金線的本事。但是國王還不滿足，他把姑娘帶到一間堆滿麥桿的房間，這房間比前一間大多了。
「明天早上之前，把這些麥桿紡成金線，要不然妳照樣人頭落地，」國王說完，就離開了。
可憐的姑娘又開始難過地鳴咽起來。沒多久，房門又開了，那個小矮人走了進來。
「如果我幫妳紡出金線，妳要送我什麼？",2
"」「我手上的戒指。」「讓我看看你的戒指。」
他斜眼瞄了一下姑娘的戒指，然後伸手把它拿來，放入口袋。他隨即開始紡線。紡車整夜咻、咻、咻地轉個不停，清晨以前，他又把所有的麥桿都紡成金線了。
國王一看到滿室的金線就更樂了，但是他還是不滿足。他帶磨坊主人的女兒到另一間裝滿麥桿的房間，這房間比前一間又更大了。他說：「今天晚上，如果妳能把麥桿全都紡成金線，我就娶妳為妻。」他心想：「這姑娘雖然出身於磨坊，",2
"但是她會紡出金線，我再也找不到比她更能為我帶來財富的妻子了。」
當姑娘愁眉不展坐在房間裡，小矮人第三次推開她的房門。
「這回，你要送什麼給我？」「我現在什麼都沒有了！」
「那麼，妳就答應我，當妳成為皇后時，把第一個小孩送給我。」「誰知道以後會發生什麼事？先答應了再說，」她心想，所以就答應小矮人的要求。
小矮人馬上開始工作。天亮以前，他就把整房的麥桿都紡成金線。國王看到了，笑得合不攏嘴，",2
"他立即實現他的承諾，娶磨坊主人的女兒為妻，就這樣，美麗的姑娘當上了皇后。
一年後，她產下一個可愛的嬰兒。她早就忘了對小矮人的承諾，但是就在這時，小矮人突然走進她的寢宮，對她說：「現在，妳該履行諾言了。」
「噢，不，不，你要什麼都行，就是別帶走我的孩子。我願意把全國的財富都給你。」
「我不要金銀財寶，要金子的話我自己會紡。我要的是一個活生生的嬰孩。」皇后開始傷心地哭泣，她不停地落淚，",2
"小矮人不禁起了憐憫之心。
「好，我給妳三天的時間，」小矮人說，「如果三天內妳能說出我的名字，孩子就可以留下。」
這晚，皇后試圖把她記得的名字都想了一遍。她差人到全國去蒐集罕見的名字，信使把各式各樣怪異的名字都記錄下來，帶回給皇后。當小矮人回來找她時，她循著蒐集到的名單，一個一個拿出來問：
「你的名字叫卡斯伯？」「不，那不是我的名字。」「是梅爾夸兒？」
「不，那不是我的名字。」「那是鮑爾沙札？",2
"」「不，那不是我的名字。」
她一一唱名，但是始終得到「不，那不是我的名字」的答案。
第二天，她又派人到鄰近國家去打探。她心想，別國一定有些少見的名字。信使確實帶回許多特殊的名字。小矮人來到她的跟前，她又開始問道：
「你的名字是困境破壞者？」「不，那不是我的名字。」「浸手帕？」
「不，那不是我的名字。」「那是麥克芥末貼？」
但是，他總是搖搖頭回答：「不，那不是我的名字。」
她開始著急了。但是第三天，",2
"信使竟然什麼名字都沒帶回，只告訴皇后一個離奇的故事。
「皇后陛下，我再也找不到新的名字。然而，當我來到靠近山頂的森林最深處時，看到一間小屋子。房子前有團熊熊烈火正在燃燒，有個小矮人（您應該看看他的模樣，長相還真滑稽）」正在火堆前跳舞，他一邊單腳跳，一邊唱著：「再過一天我將擁有，皇后的孩子就歸我！水與土、空氣和火，我的名字是倫波史蒂爾茨金喲！」
你可以想像，皇后聽到這名字，有多麼高興！",2
"小矮人再度出現。他搓搓手掌，樂不可支地跳上跳下，他說：「親愛的皇后，現在，你能說出我的名字了嗎？快說吧！」「你的名字是湯姆嗎？」「不，那不是我的名字。」「是迪克？」
「不，那不是我的名字。」「是⋯讓我想想，亨利？」「不，那不是我的名字。」
「不是啊，那，該不會是⋯倫波史蒂爾茨金？」
「一定是魔鬼告訴妳的！」小矮人大聲嚷嚷，他氣得猛跺腳，卻用力過猛，把右腳踩進地裡，半截身子都陷下去了。盛怒之下，",2
他又用雙手抱住左腳，結果把自己撕成兩半。,1
"鹽酥雞
鹽酥雞最早出現於臺南，靈感起源自60年代風行臺灣的美式炸雞。臺灣的鹽酥雞採用無骨或帶細骨的雞肉塊，切成小塊醃漬後，再裹濕粉下鍋油炸後，灑上胡椒鹽、辣椒粉後即成美味的小點心。演變至今，鹽酥雞已成為臺灣大街小巷相當普遍的特色小吃，小小的推車上除了雞塊以外，還有許多包括海鮮、蔬菜在內的食材，除了胡椒鹽及辣椒末等調味料，許多店家也研發出特殊的獨門沾醬。",3
清晨，推開窗扉，清新之氣撲人眉宇，陽光躍然而入，滿室生輝。有了窗，一間容膝斗室，便變成頂天立地的無窮大了。遷居到這四山環抱的小屋，已快五年了。山屋雖小，卻霜露不墜，風雨攸除，那嵐色山光，更使心靈為之清爽。鄰近是從前的美軍宿舍，現已闢為山村聯誼社，有網球場、游泳池，更有寬廣的草坪，可坐可臥，別有園林情調。從山子后的小屋慢跑到陽明公園後面的山澗，自由自在的作早操、打太極拳。陽明、大屯兩瀑布匯流出谷，,3
谷口是石壇路峰頂橋，橋畔有洞形月門及花廊，景色幽美。回到小屋，已是日上三竿，然後才幹起活兒來。時寫時歇的一篇小說，一拖再拖已是半年光景，直到日昨，好歹算搞出來了。脫稿時，如釋重負，又像一根繃得過緊的琴弦一般的心情，才鬆弛下來。我相信一個作家是沒有終點的，就像馬拉松賽，要有持恆的力氣，一直不斷地跑下去。寫作完全靠一股勁，有人形容得妙，那股勁消失了，就像洩了氣的皮球，蹦也蹦不起來。午後，,3
除了睡晌覺、有事辦事以外，看看書啦！散散步啦！美其名曰：「悠閒自得」。今午跑到法美墓園，這裡草坪如茵，視野絕佳，士林、北投一帶的近景，一覽無遺。入夜，獨坐斗室，一邊靜聽古箏錄音帶，一邊白乾在手，默默瀏覽四壁圖書。這時，新交少至，舊雨不來，裸足袒胸，了無拘束。翻閱書本時，我偶爾碰到一句很醒目的箴言：理想的文學家，他有求真的精神、向善的勇氣、愛美的情操。為了真，他實事求是，不作調人；為了善，,3
他鐵肩擔道義，佛手寫文章；為了美，他沈思翰藻，纂組錦繡。統括起來，他有一顆愛心，能夠感動別人，美化世界。真是好一幅幾乎難以碰見的大文學家的寫照。「山中無曆日，寒盡不知年。」在山上，我從未留意過自己的歲數，一頂草笠，一條牛仔褲，是我出門時的打扮。我寄情山水，自然不慕榮利，讀書與爬山一般，致心其中，渾然忘我。我愛山之靜中有動，它靜得那麼安謐，動得那麼和諧。,3
"﻿深山裡有一條小溪，溪水很深，流得很急。溪上面，架著一根長長圓圓的木頭。那是砍柴的人搭起來的獨木橋。
有一天，一隻山羊想過橋去吃草。湊巧橋的那一頭，也有一隻山羊要到橋的這一頭來吃草。
這邊的山羊心裡想：「是我先想過橋的，用不著理他！」就低著頭，裝著沒看見，往橋一直走過去。
對面那隻山羊，心裡也想：「對面也來了一隻山羊。不過他比我晚一步，當然只有他讓我，沒有我讓他的道理。我過我的橋，用不著去理他！",2
"」也低著頭，裝著沒看見，一直向橋上走過去。
一會兒，兩隻山羊在橋中間碰頭了。第一隻山羊很不客氣的說：「請你退回去，讓我過了橋再說！」
對面那隻山羊一聽，就冒起火來，說：「什麼！天底下有這種道理嗎？」第一隻山羊氣得全身發抖說：「你不知道我的力氣有多大吧？」對面那隻山羊說：
「你的意思是想打架嗎？」第一隻山羊凶狠狠的說：「打架就打架，我還怕你？」
對面那隻山羊覺得那獨木橋很窄，很滑，打架不大合適，",2
"就說：「要打架，你就退回去，我們到那邀去打去！」第一隻山羊很強硬的說：「我才不往後退呢。要打架，你就退回去，我們在你那邊打。」
對面那隻山羊再也忍不住了，也不想多說什麼，直接把頭一低，用犄角頂過去。
第一隻山羊沒料到對方會那麼狠，心裡一急，也把頭一低，衝了過去。因為獨木橋實在太窄太滑了，只聽到撲通一聲，兩隻山羊都掉進溪水裡了。",2
"養雞
林良
小時候，家裡除了養過一隻小豬、兩條小狗以外，我們最常養的寵物是一群雞。媽媽喜歡種菜種瓜，養雞養鴨的。由於養了雞，她不喜歡養狗。好在事情總可以有個劃分，把小狗養在前庭，把小雞養在後院，牠們就井水不犯河水啦！
一窩雞養在後院，任牠們低低的飛來飛去，咯咯咯叫個不停，既可愛又熱鬧。我常常搬個凳子坐在後院看雞，看牠們玩耍。如果媽媽叫我餵雞，我就和牠們玩遊戲，撒一點點米，牠們會搶著吃，撒很多米，",2
"牠們就吃得很快，好像要噎到了似的；如果不撒米，牠們會歪著頭，用左邊的眼睛看看你，再用右邊的眼睛看看你，傳送出一個「為什麼」的訊號來。
記憶中，每隻母雞都很負責任，帶著小雞找食物啊，去沙堆裡洗澡啊！母雞最兇的時候，是在孵蛋時，那個時候，牠會啄人，會瞪人，還會叫個不停。這一切，都是為了保護孵化中的小雞。
我最喜歡看小雞從蛋裡出來的情景，為了讓母雞放心，我都遠遠的蹲著。母雞看顧著十來個蛋，",2
"還「咯咯」「咯咯」的叫個不停，小雞剛出來的時候，歪歪倒倒的，站不穩，絨毛也溼溼的。可是很快，絨毛乾了，牠們會站了，會跑了，一團團的絨毛球，「嘰嘰，嘰嘰」的叫著，可愛極了！
公雞可什麼都不管，到處吃喝玩樂，打架鬧事的，然後，又「喔喔」「喔喔」的叫著，一副很神氣的樣子。小雞漸漸長大以後，羽毛的顏色，紅的、黑的、白的、花的，五顏六色都出來了，很漂亮。母雞似乎覺得孩子該獨立了，就不准小雞跟班了，",2
"牠會啄小雞，強迫小雞離開身邊。當長大的雞不再跟媽媽，母雞就又開始要生蛋了。
初生的蛋小小的，誰撿到了就把蛋殼洗乾淨，交給媽媽，媽媽會把蛋放進飯鍋或湯鍋裡一起煮，煮熟以後再交給幸運撿到蛋的孩子。剛煮熟的蛋剝了殼，沾一點鹽巴吃，很好吃喔！",2
"中元節
農曆七月俗稱「鬼月」，七月初一「開鬼門」，所有的孤魂野鬼都會來到人間找東西吃，直到七月三十日「關鬼門」。這段期間民間為祈求消災解厄、諸事順利平安，各地都會舉辦祭典活動，尤其是中元節這天特別盛大與熱鬧。
搶孤放水燈
中元普渡的這一天，家家準備祭品，有些地方會舉行放水燈的活動，替水府孤魂照路，祈求亡魂早日投胎轉世。搶孤活動也是中元節重大的慶典之一唷！",3
目前只剩下宜蘭縣頭城鎮及屏東縣恆春鎮兩地有舉辦，「搶孤」的孤棚是由在四根柱子所構成，上面塗滿牛油，參賽者分成四隊，從四個方向爬上孤棚，在孤棚的頂端，四邊都有祭品在上面，先搶到的隊伍獲勝，是觀光客旅遊朝聖人氣活動之一！,3
夜幕低垂、華燈初上時，街道兩旁陸陸續續出現了忙碌的身影，有的人低著頭堆疊著商品，有的人奮力的撐起棚架，有的人細心的調整著燈光的角度，他們專注的神情彷彿在為一場盛大的饗宴做準備。每個星期四的傍晚，這些忙碌的身影就會出現在這條街上，為每週一次的「夜市」揭開序曲，帶給社區的民眾另一種生活享受。晚飯後，我們一家人出門去逛夜市。走到巷口，轉個彎，就看見整條街燈火通明，兩旁琳瑯滿目的攤位整齊的排列著，,3
三三兩兩的人群從四面八方開始往這裡聚集，擴音器裡播放著流行歌曲，每一個人都感染到快樂的氣氛。我們一家人都抱著快樂的心情逛夜市。媽媽喜歡買些鍋碗瓢盆，因為她覺得實用又便宜。喜歡喝茶的爸爸，偶爾會在攤位裡發現驚喜，例如：造型像南瓜的茶壺，質地堅硬的石頭茶壺，和木紋石做的茶杯。我和弟弟無心等待爸媽緩慢的步伐，總是心急的拉著他們的手，看到哪裡有新鮮好玩的，就靠過去湊熱鬧。前面有一群小朋友摀著耳朵圍成一圈，,2
吸引了我和弟弟的注意，走近一看，原來老闆正把玩著手上的氣球，三兩下長形的氣球就被扭轉成小狗的形狀。接著我們來到撈金魚的攤位，準備大顯身手，雖然知道總在千鈞一髮時，撈魚紙就會破掉，但是我們就像中了魔咒似的，每次經過撈金魚的攤位，還是會忍不住試一試。回家前，我們在小吃攤吃宵夜，蚵仔煎、甜不辣、米粉和貢丸湯，這些都是道地的台灣小吃，讓人百吃不厭。我們一家人都愛逛夜市，因為在夜市裡，,2
我們可以找到另一種生活樂趣。,2
那一年夏天，爸爸調職，我們跟著搬到北投。新家在郊區，附近有一條潺潺的小溪，仰頭可以看見美麗的觀音山。屋後那一大片綠油油的草地，最是迷人了，我們經常在如茵的草地上嬉戲，追逐蚱蜢、蝴蝶，傾聽蟲鳴和鳥唱。印象中，最快樂的時光是夜晚，在草地上或坐或躺，看滿天星斗，聽爸爸說他童年的故事。有一個雨過天青的夜晚，天上的星星像用水洗過似的，變得更多、更亮。廣闊的夜空，像一片布幔綴著無數的亮片。,2
當我看著那顆最大、最亮的「啟明星」，好想伸手把它摘下來，做成元宵節的小燈籠。當我正沉醉在星空下時，爸爸親暱的問：「你知道北斗七星在哪兒嗎？」我抬頭問：「在哪兒？」爸爸指著天上說：「你看，天上那排成勺子形狀的，就是北斗七星。」我順著爸爸手指著的方向，在密密麻麻的星群中尋找，終於找到那七顆星，樣子就像正在舀水的勺子。我問爸爸：「那勺子可以舀水嗎？」爸爸拉著我的手告訴我，傳說北斗七星是天神的勺子，,2
每天晚上天神會到銀河來舀水，那銀河的水可以洗滌一切煩惱。當你心情不好的時候，只要靜靜的看著北斗七星，那天上的水會清洗憂傷的心靈，一切不愉快的事情就會消失。後來，我長大了，爸爸離開人世，再也無法和我坐在一起看星星了。每當心情不好的晚上，夜深人靜，仰望燦爛的星空，看著北斗七星，想到爸爸的話，就好像看到了爸爸。慢慢的，我就忘記心中的煩惱。北斗七星就像永遠陪著我的爸爸，在我的心中，爸爸是我永遠的星星。,2
"﻿從前有個小女孩，她善良可愛，大家都很喜歡她。但是最愛她的還是她的奶奶，她送給小女孩一頂紅天鵝絨的小帽子，小帽子戴在女孩身上很好看，她成天戴著它，因此，大家都叫她小紅帽。
有一天，她的媽媽對她說：「小紅帽，我要派一個任務給妳。妳的奶奶生病了，請妳將這塊蛋糕和這瓶酒送去給她，這些食物會讓虛弱的她好過些。妳進奶奶的屋子時，記得要有禮貌，替我給她一個甜蜜的吻。走在路上要小心，別離開大路，不然，妳摔倒了，",2
"打破酒瓶，砸壞蛋糕，奶奶就什麼都沒有了。到了奶奶家，別忘了說聲：『奶奶早！』不要一進門就東張西望。」
「我會把媽媽交代的事都做好的，您別擔心！」小紅帽說完，親吻媽媽之後就上路
了。
奶奶住在森林裡，大約走半個小時，就會到達奶奶的小屋。小紅帽才走沒幾分鐘，就
遇到一隻大野狼。她不知道狼是多麼邪惡的動物，所以一點都不害怕。
「早安，小紅帽！」大野狼說。
「謝謝你的問候，大野狼。你也早呀！",2
"」「這麼早要上哪兒去呢？」「我要去奶奶家。」「你籃子裡裝了什麼？」
「奶奶生病了，我送些蛋糕和酒給她。蛋糕是我們昨天烤的，裡頭有麵粉和蛋等好東
西，讓虛弱的奶奶補補身子。」「小紅帽，妳的奶奶住在哪裡？」
「往這條路一直走，走到三棵橡樹下，就會看到奶奶的家。奶奶家前面有一片榛樹
叢，你不會錯過的，大約再走十五分鐘就到了。」
大野狼聽了之後，心裡暗暗盤算：「這個稚嫩的小姑娘，看起來真可口，吃起來應該",2
"比她那老奶奶還美味。我得巧妙行事，把兩個通通吃掉。」
大野狼陪小紅帽走了一會兒，然後開口說：「小紅帽，妳看，遠遠那棵樹下的花好美喔！何不走過去看個仔細？妳看起來好嚴肅，好像要去上學似的。如果你只顧著埋頭走路，怎麼看得到美麗的風景呢？森林裡有趣極了，不把握機會走走看看真是太可惜了。」小紅帽瞧向大野狼指的那棵樹下，她看到陽光在樹叢問舞動著，變幻閃爍，遍地開滿美麗的鮮花，",2
"她心想：「要是我摘些鮮花送給奶奶，她看了一定很高興。而且現在時候還早，我只是採點花，還趕得及天黑前回家。」
所以小紅帽離開大路，跑到樹下去摘花；但是她每摘一朵，就會看到另一朵更漂亮的
在前方等她，所以當她越摘越多，在森林裡也越走越深。
此時，大野狼忙不迭地直奔奶奶的房子，他敲敲門。
「外面是誰呀？」
「我是小紅帽，」大野狼隔著門說，「我帶了蛋糕和酒要給您，開門呀！」「把門栓拉開，自己進來吧，",2
"」奶奶說，「我太虛弱了，無法起床幫你開門。」大野狼拉開門拴，門就開了。牠走進去，不動聲色地四處尋找奶奶，牠一看到臥病在床的奶奶，就立刻跳上她的床，一口氣把她吞下肚。然後，牠穿上奶奶的衣服，戴上奶奶的花邊軟帽，窗簾拉緊，最後溜到奶奶的床上假寐。
小紅帽到處採花，手裡的野花已經多得握不住了，突然她想起自己該做的事，才趕緊回到大路，往奶奶的家走去。到了奶奶的家，她嚇了一跳，因為奶奶家的門竟然是敞開的，",2
"而且房間也暗得很不尋常。
「天啊，」她心想，「我不喜歡這種感覺。通常奶奶的家都讓我安心歡喜，今天是怎麼搞的，我竟然感到害怕了。」她大聲地往屋子裡喊：「奶奶，早安！」但是沒人應門。
她走到奶奶床前，拉開窗簾，只見奶奶躺在床上，帽子拉得低低的，看起來非常奇
怪。
「唉呀，奶奶，您的耳朵怎麼這麼大？」「好能更清楚地聽到妳說的話啊！」「可是奶奶，您的眼睛怎麼那麼大？」「好能更清晰地看到妳的模樣啊！",2
"」「可是奶奶，您的手怎麼那麼大？」「好能用手抱住妳啊！」
「可是奶奶，您的嘴巴怎麼大得嚇人.」「好能一口把妳吃掉！」
大野狼說完，立即從床上一躍而起，張大嘴把小紅帽吞進肚裡。牠吃掉小紅帽之後，心滿意足，又爬回奶奶的床，那裡又軟又舒服，大野狼沉沉睡去，並且發出震天作響的鼾聲。
一位獵人碰巧經過。「老奶奶的鼾聲怎麼這麼響，」他心想，「我進去看看她是否出了什麼事。」他走進奶奶的家，靠到床邊一看，",2
"嚇了一大跳。「原來是這隻大壞蛋！」獵人想著，「我找了你這麼久，終於找到了。」
他拿起手中的獵槍，正要朝大野狼瞄準時，又想到一件事。也許大野狼把老奶奶給吃了，他應該先想辦法把她救出來。獵人放下獵槍，拿出一把剪刀，剪開大野狼鼓脹的大肚子。才剪了幾刀，獵人就看到那頂紅天鵝絨帽，再剪幾刀，小女孩就從狼肚裡跳了出來。
「噢，太可怕了！」小紅帽死裡逃生後說，「大野狼的肚子裡黑漆漆的，我害怕極了！」
緊接著，",2
"奶奶上氣不接下氣地從狼肚裡爬出來，獵人扶奶奶到椅子上休息，小紅帽跑到屋外去撿些大石頭。他們合力把石頭塞滿大野狼的肚子，然後小紅帽仔細地把開口縫合。縫好之後，他們將大野狼搖醒。
大野狼張開眼，看到拿著槍的獵人，便慌慌張張奪門而出。肚子裡的石頭太重了，他
一個重心不穩，慘跌在地，死了。
三個人高興極了，獵人剝下狼皮帶回家。奶奶吃了蛋糕喝了酒，小紅帽心想：「剛才實在太驚險了！只要我還活著，",2
一定不再重蹈覆轍。下回媽媽叫我走大路，我一定要聽話。,1
"﻿第一次聽到「月世界」這個名字時，想像中，那是一個安靜又神祕，像仙境一樣的地方。綠色的湖水映著圓圓的月亮，靜靜的躺在群山的懷抱裡。
月世界真的是我想像的樣子嗎？今天的戶外教育，我們全班就要去拜訪月世界，正好可以解開我心中的謎。
到了目的地，我看見兩旁的山丘，就像一頭頭並排的大象，灰色的表面上有許多紋路。老師說：「月世界就像月球表面一樣，到處是灰色的山丘，所以才會有這個名字。",2
"」我發現這裡沒有濃密的林木，連草都不容易生長，跟我想像的完全不一樣。
後來，老師還帶我們去看附近的泥火山，遠遠就聽到好像有人在打嗝，走近才發現是泥漿一陣一陣冒出來的聲音。當我們親眼看見這特別的景象時，忍不住驚呼起來。泥漿從地底噴發，好像一條條活蹦亂跳的泥巴魚，從水池裡跳出來。我們看得入迷，差點兒錯過集合的時間。
這次戶外教育，我們看見了從來沒有看過的景色，月世界真是一個讓人難忘的地方。",2
"﻿在大森林的邊緣，住著一個貧窮的樵夫，妻子和兩個孩子與他相依為命。他的兒子名叫漢賽爾，女兒叫葛麗特。他們家原本糧食就不多，而現在正值飢荒，情況就更糟了，這位父親
連每天的麵包都難以保證。
這天夜裡，他躺在床上，為貧困的生活輾轉難眠，他嘆了口氣，對妻子說：
「我們該怎麼辦？我們連自己都得餓肚子了，怎麼養活那兩個可憐的孩子？」
「我來告訴你怎麼做，」妻子說，「明天一早醒來，我們就帶小孩到森林最深處，",2
"我們把那裡弄得舒服點，生火讓他們取暖，給他們一些麵包，然後把他們單獨留在那兒。他們一定找不到回家的路，這樣就可以成功擺脫他們，就這麼辦吧！」「不！不！」丈夫說，「我不能這麼做，我怎麼忍心把孩子丟在森林裡，絕不！他們會被野獸撕成碎片的！」
「你真是個傻瓜，」妻子說，「如果不擺脫他們，我們一家四口會全部餓死，你乾脆現在開始砍柴，為自己準備棺木好了！」
接著她一直在旁喋喋不休地想要說服丈夫，",2
"樵夫禁不住妻子再三要求，最後只好答應了。
「但是我一點也不喜歡這樣，」他說，「我覺得孩子實在太無辜了。」睡在隔壁房間裡的孩子是清醒著。他們餓得睡不著，也因此把父親和後母之
間的對話，聽得一清二楚。
葛麗特傷心地哭了，她小聲地對哥哥說：「喔，漢賽爾，這下我們倆完蛋了！」「噓，小聲點，」漢賽爾說，「妳別擔心，我有辦法了。」
等大人睡著了之後，漢賽爾下床穿上他的舊外套，打開大門下方的小開口，爬到屋外。",2
